Land;AGS;lfdNr;ort_alt
Bayern;09;2333;zellingen
Bayern;09;2334;dittelbrunn
Bayern;09;2335;euerbach
Bayern;09;2336;geldersheim
Bayern;09;2337;gerolzhofen
Bayern;09;2338;gochsheim
Bayern;09;2339;grafenrheinfeld
Bayern;09;2340;kolitzheim
Bayern;09;2341;poppenhausen unterfranken
Bayern;09;2342;schonungen
Bayern;09;2343;schwebheim
Bayern;09;2344;sennfeld
Bayern;09;2345;werneck
Bayern;09;2346;bergtheim
Bayern;09;2347;eibelstadt
Bayern;09;2348;eisingen kreis würzburg
Bayern;09;2349;estenfeld
Bayern;09;2350;gerbrunn
Bayern;09;2351;giebelstadt
Bayern;09;2352;güntersleben
Bayern;09;2353;hettstadt
Bayern;09;2354;höchberg
Bayern;09;2355;kürnach
Bayern;09;2356;ochsenfurt
Bayern;09;2357;reichenberg unterfranken
Bayern;09;2358;veitshöchheim
Bayern;09;2359;waldbüttelbrunn
Bayern;09;2360;augsburg
Bayern;09;2361;kaufbeuren
Bayern;09;2362;kempten allgäu
Bayern;09;2363;memmingen
Bayern;09;2364;aichach
Bayern;09;2365;aindling
Bayern;09;2366;friedberg bayern
Bayern;09;2367;kissing
Bayern;09;2368;pöttmes
Bayern;09;2369;mering schwaben
Bayern;09;2370;bobingen
Bayern;09;2371;diedorf
Bayern;09;2372;dinkelscherben
Bayern;09;2373;gersthofen
Bayern;09;2374;gessertshausen
Bayern;09;2375;großaitingen
Bayern;09;2376;königsbrunn bei augsburg
Bayern;09;2377;langweid am lech
Bayern;09;2378;neusäß
Bayern;09;2379;schwabmünchen
Bayern;09;2380;stadtbergen
Bayern;09;2381;untermeitingen
Bayern;09;2382;welden bei augsburg
Bayern;09;2383;buttenwiesen
Bayern;09;2384;dillingen an der donau
Bayern;09;2385;gundelfingen an der donau
Bayern;09;2386;höchstädt an der donau
Bayern;09;2387;lauingen donau
Bayern;09;2388;wertingen
Bayern;09;2389;ursberg
Bayern;09;2390;burgau schwaben
Bayern;09;2391;günzburg
Bayern;09;2392;ichenhausen
Bayern;09;2393;jettingen-scheppach
Bayern;09;2394;krumbach schwaben
Bayern;09;2395;thannhausen schwaben
Bayern;09;2396;altenstadt iller
Bayern;09;2397;buch bei illertissen
Bayern;09;2398;illertissen
Bayern;09;2399;neu-ulm
Bayern;09;2400;elchingen
Bayern;09;2401;pfaffenhofen an der roth
Bayern;09;2402;senden iller
Bayern;09;2403;vöhringen iller
Bayern;09;2404;weißenhorn
Bayern;09;2405;bodolz
Bayern;09;2406;lindau bodensee
Bayern;09;2407;lindenberg im allgäu
Bayern;09;2408;scheidegg allgäu
Bayern;09;2409;wasserburg bodensee
Bayern;09;2410;weiler-simmerberg
Bayern;09;2411;buchloe
Bayern;09;2412;füssen
Bayern;09;2413;marktoberdorf
Bayern;09;2414;mauerstetten
Bayern;09;2415;nesselwang
Bayern;09;2416;pfronten
Bayern;09;2417;obergünzburg
Bayern;09;2418;schwangau
Bayern;09;2419;babenhausen schwaben
Bayern;09;2420;bad wörishofen
Bayern;09;2421;buxheim bei memmingen
Bayern;09;2422;erkheim
Bayern;09;2423;bad grönenbach
Bayern;09;2424;legau
Bayern;09;2425;mindelheim
Bayern;09;2426;ottobeuren
Bayern;09;2427;tussenhausen
Bayern;09;2428;donauwörth
Bayern;09;2429;mertingen
Bayern;09;2430;nördlingen
Bayern;09;2431;rain lech
Bayern;09;2432;altusried
Bayern;09;2433;blaichach allgäu
Bayern;09;2434;buchenberg bei kempten
Bayern;09;2435;burgberg im allgäu
Bayern;09;2436;dietmannsried
Bayern;09;2437;durach
Bayern;09;2438;fischen im allgäu
Bayern;09;2439;bad hindelang
Bayern;09;2440;immenstadt im allgäu
Bayern;09;2441;oy-mittelberg
Bayern;09;2442;oberstaufen
Bayern;09;2443;oberstdorf
Bayern;09;2444;sonthofen
Bayern;09;2445;waltenhofen
Bayern;09;2446;wiggensbach
Bayern;10;2447;saarbrücken
Bayern;10;2448;friedrichsthal saar
Bayern;10;2449;großrosseln
Bayern;10;2450;heusweiler
Bayern;10;2451;kleinblittersdorf
Bayern;10;2452;püttlingen
Bayern;10;2453;quierschied
Bayern;10;2454;riegelsberg
Bayern;10;2455;sulzbach saar
Bayern;10;2456;völklingen
Bayern;10;2457;beckingen
Bayern;10;2458;losheim am see
Bayern;10;2459;merzig
Bayern;10;2460;mettlach
Bayern;10;2461;perl
Bayern;10;2462;wadern
Bayern;10;2463;eppelborn
Bayern;10;2464;illingen saar
Bayern;10;2465;merchweiler
Bayern;10;2466;neunkirchen saar
Bayern;10;2467;ottweiler
Bayern;10;2468;schiffweiler
Bayern;10;2469;spiesen-elversberg
Bayern;10;2470;dillingen saar
Bayern;10;2471;lebach
Bayern;10;2472;nalbach
Bayern;10;2473;rehlingen-siersburg
Bayern;10;2474;saarlouis
Bayern;10;2475;saarwellingen
Bayern;10;2476;schmelz saar
Bayern;10;2477;schwalbach saar
Bayern;10;2478;überherrn
Bayern;10;2479;wadgassen
Bayern;10;2480;wallerfangen
Bayern;10;2481;bous
Bayern;10;2482;bexbach
Bayern;10;2483;blieskastel
Bayern;10;2484;gersheim
Bayern;10;2485;homburg saar
Bayern;10;2486;kirkel
Bayern;10;2487;mandelbachtal
Bayern;10;2488;sankt ingbert
Bayern;10;2489;freisen
Bayern;10;2490;marpingen
Bayern;10;2491;nohfelden
Bayern;10;2492;nonnweiler
Bayern;10;2493;oberthal saar
Bayern;10;2494;sankt wendel
Bayern;10;2495;tholey
Berlin;11;2496;berlin
Brandenburg;12;2497;brandenburg an der havel
Brandenburg;12;2498;cottbus
Brandenburg;12;2499;frankfurt oder
Brandenburg;12;2500;potsdam
Brandenburg;12;2501;ahrensfelde
Brandenburg;12;2502;bernau bei berlin
Brandenburg;12;2503;eberswalde
Brandenburg;12;2504;joachimsthal
Brandenburg;12;2505;panketal
Brandenburg;12;2506;schorfheide
Brandenburg;12;2507;wandlitz
Brandenburg;12;2508;werneuchen
Brandenburg;12;2509;bestensee
Brandenburg;12;2510;königs wusterhausen
Brandenburg;12;2511;eichwalde
Brandenburg;12;2512;lübben spreewald
Brandenburg;12;2513;luckau brandenburg
Brandenburg;12;2514;wildau
Brandenburg;12;2515;zeuthen
Brandenburg;12;2516;bad liebenwerda
Brandenburg;12;2517;doberlug-kirchhain
Brandenburg;12;2518;elsterwerda
Brandenburg;12;2519;falkenberg elster
Brandenburg;12;2520;finsterwalde
Brandenburg;12;2521;herzberg elster
Brandenburg;12;2522;mühlberg elbe
Brandenburg;12;2523;uebigau-wahrenbrück
Brandenburg;12;2524;sonnewalde
Brandenburg;12;2525;brieselang
Brandenburg;12;2526;dallgow-döberitz
Brandenburg;12;2527;falkensee
Brandenburg;12;2528;ketzin havel
Brandenburg;12;2529;nauen brandenburg
Brandenburg;12;2530;rathenow
Brandenburg;12;2531;wustermark
Brandenburg;12;2532;schönwalde-glien
Brandenburg;12;2533;altlandsberg
Brandenburg;12;2534;bad freienwalde oder
Brandenburg;12;2535;fredersdorf-vogelsdorf
Brandenburg;12;2536;hoppegarten
Brandenburg;12;2537;letschin
Brandenburg;12;2538;müncheberg
Brandenburg;12;2539;neuenhagen bei berlin
Brandenburg;12;2540;petershagen eggersdorf
Brandenburg;12;2541;rüdersdorf bei berlin
Brandenburg;12;2542;seelow
Brandenburg;12;2543;strausberg
Brandenburg;12;2544;wriezen
Brandenburg;12;2545;birkenwerder
Brandenburg;12;2546;fürstenberg havel
Brandenburg;12;2547;glienicke nordbahn
Brandenburg;12;2548;gransee
Brandenburg;12;2549;hennigsdorf
Brandenburg;12;2550;hohen neuendorf
Brandenburg;12;2551;kremmen
Brandenburg;12;2552;leegebruch
Brandenburg;12;2553;liebenwalde
Brandenburg;12;2554;löwenberger land
Brandenburg;12;2555;mühlenbecker land
Brandenburg;12;2556;oberkrämer
Brandenburg;12;2557;oranienburg
Brandenburg;12;2558;velten
Brandenburg;12;2559;zehdenick
Brandenburg;12;2560;calau
Brandenburg;12;2561;großräschen
Brandenburg;12;2562;lauchhammer
Brandenburg;12;2563;lübbenau spreewald
Brandenburg;12;2564;ruhland
Brandenburg;12;2565;schipkau
Brandenburg;12;2566;schwarzheide
Brandenburg;12;2567;senftenberg
Brandenburg;12;2568;vetschau spreewald
Brandenburg;12;2569;bad saarow
Brandenburg;12;2570;beeskow
Brandenburg;12;2571;eisenhüttenstadt
Brandenburg;12;2572;erkner
Brandenburg;12;2573;fürstenwalde spree
Brandenburg;12;2574;grünheide mark
Brandenburg;12;2575;müllrose
Brandenburg;12;2576;neuzelle
Brandenburg;12;2577;schöneiche bei berlin
Brandenburg;12;2578;spreenhagen
Brandenburg;12;2579;storkow mark
Brandenburg;12;2580;woltersdorf bei erkner
Brandenburg;12;2581;fehrbellin
Brandenburg;12;2582;kyritz brandenburg
Brandenburg;12;2583;lindow mark
Brandenburg;12;2584;neuruppin
Brandenburg;12;2585;neustadt dosse
Brandenburg;12;2586;rheinsberg mark
Brandenburg;12;2587;wittstock dosse
Brandenburg;12;2588;wusterhausen dosse
Brandenburg;12;2589;beelitz mark
Brandenburg;12;2590;bad belzig
Brandenburg;12;2591;groß kreutz havel
Brandenburg;12;2592;havelsee
Brandenburg;12;2593;kleinmachnow
Brandenburg;12;2594;kloster lehnin
Brandenburg;12;2595;michendorf
Brandenburg;12;2596;nuthetal
Brandenburg;12;2597;schwielowsee
Brandenburg;12;2598;seddiner see
Brandenburg;12;2599;stahnsdorf
Brandenburg;12;2600;teltow
Brandenburg;12;2601;treuenbrietzen
Brandenburg;12;2602;werder havel
Brandenburg;12;2603;groß pankow prignitz
Brandenburg;12;2604;karstädt kreis prignitz
Brandenburg;12;2605;perleberg
Brandenburg;12;2606;plattenburg
Brandenburg;12;2607;pritzwalk
Brandenburg;12;2608;wittenberge
Brandenburg;12;2609;burg spreewald
Brandenburg;12;2610;döbern niederlausitz
Brandenburg;12;2611;drebkau
Brandenburg;12;2612;forst lausitz
Brandenburg;12;2613;guben
Brandenburg;12;2614;peitz
Brandenburg;12;2615;spremberg
Brandenburg;12;2616;am mellensee
Brandenburg;12;2617;baruth mark
Brandenburg;12;2618;blankenfelde-mahlow
Brandenburg;12;2619;dahme mark
Brandenburg;12;2620;großbeeren
Brandenburg;12;2621;jüterbog
Brandenburg;12;2622;luckenwalde
Brandenburg;12;2623;ludwigsfelde
Brandenburg;12;2624;niedergörsdorf
Brandenburg;12;2625;nuthe-urstromtal
Brandenburg;12;2626;rangsdorf
Brandenburg;12;2627;trebbin
Brandenburg;12;2628;zossen
Brandenburg;12;2629;angermünde
Brandenburg;12;2630;boitzenburger land
Mecklenburg-Vorpommern;13;2631;prenzlau
Mecklenburg-Vorpommern;13;2632;schwedt oder
Mecklenburg-Vorpommern;13;2633;rostock
Mecklenburg-Vorpommern;13;2634;templin
Mecklenburg-Vorpommern;13;2635;schwerin mecklenburg
Mecklenburg-Vorpommern;13;2636;burg stargard
Mecklenburg-Vorpommern;13;2637;demmin hansestadt
Mecklenburg-Vorpommern;13;2638;feldberger seenlandschaft
Mecklenburg-Vorpommern;13;2639;friedland mecklenburg
Mecklenburg-Vorpommern;13;2640;malchin
Mecklenburg-Vorpommern;13;2641;malchow
Mecklenburg-Vorpommern;13;2642;neubrandenburg
Mecklenburg-Vorpommern;13;2643;penzlin
Mecklenburg-Vorpommern;13;2644;neustrelitz
Mecklenburg-Vorpommern;13;2645;röbel müritz
Mecklenburg-Vorpommern;13;2646;stavenhagen reuterstadt
Mecklenburg-Vorpommern;13;2647;waren müritz
Mecklenburg-Vorpommern;13;2648;woldegk
Mecklenburg-Vorpommern;13;2649;bad doberan
Mecklenburg-Vorpommern;13;2650;bützow
Mecklenburg-Vorpommern;13;2651;dummerstorf
Mecklenburg-Vorpommern;13;2652;graal-müritz ostseeheilbad
Mecklenburg-Vorpommern;13;2653;güstrow
Mecklenburg-Vorpommern;13;2654;krakow am see
Mecklenburg-Vorpommern;13;2655;kröpelin
Mecklenburg-Vorpommern;13;2656;kühlungsborn ostseebad
Mecklenburg-Vorpommern;13;2657;neubukow
Mecklenburg-Vorpommern;13;2658;sanitz
Mecklenburg-Vorpommern;13;2659;satow
Mecklenburg-Vorpommern;13;2660;schwaan
Mecklenburg-Vorpommern;13;2661;teterow
Mecklenburg-Vorpommern;13;2662;barth
Mecklenburg-Vorpommern;13;2663;bergen auf rügen
Mecklenburg-Vorpommern;13;2664;grimmen
Mecklenburg-Vorpommern;13;2665;binz ostseebad
Mecklenburg-Vorpommern;13;2666;marlow
Mecklenburg-Vorpommern;13;2667;ribnitz-damgarten
Mecklenburg-Vorpommern;13;2668;putbus
Mecklenburg-Vorpommern;13;2669;sassnitz
Mecklenburg-Vorpommern;13;2670;stralsund
Mecklenburg-Vorpommern;13;2671;zingst
Mecklenburg-Vorpommern;13;2672;gadebusch
Mecklenburg-Vorpommern;13;2673;grevesmühlen
Mecklenburg-Vorpommern;13;2674;klütz
Mecklenburg-Vorpommern;13;2675;neukloster
Mecklenburg-Vorpommern;13;2676;schönberg mecklenburg
Mecklenburg-Vorpommern;13;2677;warin
Mecklenburg-Vorpommern;13;2678;wismar hansestadt
Mecklenburg-Vorpommern;13;2679;anklam
Mecklenburg-Vorpommern;13;2680;eggesin
Mecklenburg-Vorpommern;13;2681;greifswald hansestadt
Mecklenburg-Vorpommern;13;2682;ostseebad heringsdorf
Mecklenburg-Vorpommern;13;2683;karlshagen
Mecklenburg-Vorpommern;13;2684;löcknitz vorpom
Mecklenburg-Vorpommern;13;2685;loitz bei demmin
Mecklenburg-Vorpommern;13;2686;pasewalk
Mecklenburg-Vorpommern;13;2687;strasburg uckermark
Mecklenburg-Vorpommern;13;2688;torgelow bei ueckermünde
Mecklenburg-Vorpommern;13;2689;ueckermünde
Mecklenburg-Vorpommern;13;2690;wolgast
Mecklenburg-Vorpommern;13;2691;zinnowitz ostseebad
Mecklenburg-Vorpommern;13;2692;boizenburg elbe
Mecklenburg-Vorpommern;13;2693;crivitz
Mecklenburg-Vorpommern;13;2694;goldberg
Mecklenburg-Vorpommern;13;2695;grabow mecklenburg
Mecklenburg-Vorpommern;13;2696;hagenow
Mecklenburg-Vorpommern;13;2697;lübtheen
Mecklenburg-Vorpommern;13;2698;lübz
Mecklenburg-Vorpommern;13;2699;ludwigslust mecklenburg
Mecklenburg-Vorpommern;13;2700;neustadt-glewe
Mecklenburg-Vorpommern;13;2701;pampow bei schwerin mecklenburg
Mecklenburg-Vorpommern;13;2702;parchim
Mecklenburg-Vorpommern;13;2703;plate
Mecklenburg-Vorpommern;13;2704;plau am see
Mecklenburg-Vorpommern;13;2705;sternberg
Mecklenburg-Vorpommern;13;2706;wittenburg
Mecklenburg-Vorpommern;13;2707;zarrentin am schaalsee
Sachsen;14;2708;chemnitz sachsen
Sachsen;14;2709;annaberg-buchholz
Sachsen;14;2710;breitenbrunn erzgebirge
Sachsen;14;2711;burkhardtsdorf
Sachsen;14;2712;crottendorf
Sachsen;14;2713;drebach
Sachsen;14;2714;eibenstock
Sachsen;14;2715;gelenau erzgebirge
Sachsen;14;2716;geyer
Sachsen;14;2717;gornau erzgebirge
Sachsen;14;2718;großrückerswalde
Sachsen;14;2719;grünhain-beierfeld
Sachsen;14;2720;grünhainichen
Sachsen;14;2721;hohndorf
Sachsen;14;2722;jahnsdorf erzgebirge
Sachsen;14;2723;johanngeorgenstadt
Sachsen;14;2724;lauter-bernsbach
Sachsen;14;2725;lößnitz
Sachsen;14;2726;lugau erzgebirge
Sachsen;14;2727;marienberg
Sachsen;14;2728;mildenau
Sachsen;14;2729;neukirchen erzgebirge
Sachsen;14;2730;oelsnitz erzgebirge
Sachsen;14;2731;olbernhau
Sachsen;14;2732;pockau-lengefeld
Sachsen;14;2733;raschau-markersbach
Sachsen;14;2734;schneeberg
Sachsen;14;2735;schönheide
Sachsen;14;2736;schwarzenberg erzgebirge
Sachsen;14;2737;sehmatal
Sachsen;14;2738;stollberg erzgebirge
Sachsen;14;2739;stützengrün
Sachsen;14;2740;thalheim erzgebirge
Sachsen;14;2741;thermalbad wiesenbad
Sachsen;14;2742;thum
Sachsen;14;2743;wolkenstein
Sachsen;14;2744;zschopau
Sachsen;14;2745;zschorlau
Sachsen;14;2746;zwönitz
Sachsen;14;2747;augustusburg
Sachsen;14;2748;bobritzsch-hilbersdorf
Sachsen;14;2749;brand-erbisdorf
Sachsen;14;2750;burgstädt
Sachsen;14;2751;claußnitz
Sachsen;14;2752;döbeln
Sachsen;14;2753;eppendorf
Sachsen;14;2754;flöha
Sachsen;14;2755;frankenberg sachsen
Sachsen;14;2756;freiberg
Sachsen;14;2757;geringswalde
Sachsen;14;2758;großschirma
Sachsen;14;2759;hainichen
Sachsen;14;2760;halsbrücke
Sachsen;14;2761;hartha bei döbeln
Sachsen;14;2762;leisnig
Sachsen;14;2763;leubsdorf sachsen
Sachsen;14;2764;lichtenau
Sachsen;14;2765;lunzenau
Sachsen;14;2766;mittweida
Sachsen;14;2767;niederwiesa
Sachsen;14;2768;oederan
Sachsen;14;2769;oberschöna
Sachsen;14;2770;penig
Sachsen;14;2771;rochlitz
Sachsen;14;2772;waldheim sachsen
Sachsen;14;2773;striegistal
Sachsen;14;2774;adorf vogtland
Sachsen;14;2775;auerbach vogtland
Sachsen;14;2776;bad elster
Sachsen;14;2777;elsterberg bei plauen
Sachsen;14;2778;falkenstein vogtland
Sachsen;14;2779;klingenthal
Sachsen;14;2780;markneukirchen
Sachsen;14;2781;lengenfeld
Sachsen;14;2782;muldenhammer
Sachsen;14;2783;netzschkau
Sachsen;14;2784;oelsnitz vogtland
Sachsen;14;2785;pausa-mühltroff
Sachsen;14;2786;plauen
Sachsen;14;2787;reichenbach im vogtland
Sachsen;14;2788;rodewisch
Sachsen;14;2789;rosenbach vogtland
Sachsen;14;2790;schöneck vogtland
Sachsen;14;2791;treuen
Sachsen;14;2792;weischlitz
Sachsen;14;2793;callenberg
Sachsen;14;2794;crimmitschau
Sachsen;14;2795;fraureuth
Sachsen;14;2796;gersdorf
Sachsen;14;2797;glauchau
Sachsen;14;2798;hartenstein
Sachsen;14;2799;hohenstein-ernstthal
Sachsen;14;2800;kirchberg sachsen
Sachsen;14;2801;langenbernsdorf
Sachsen;14;2802;lichtentanne
Sachsen;14;2803;lichtenstein sachsen
Sachsen;14;2804;limbach-oberfrohna
Sachsen;14;2805;meerane
Sachsen;14;2806;mülsen
Sachsen;14;2807;neukirchen pleiße
Sachsen;14;2808;oberlungwitz
Sachsen;14;2809;sankt egidien
Sachsen;14;2810;reinsdorf bei zwickau
Sachsen;14;2811;waldenburg sachsen
Sachsen;14;2812;werdau
Sachsen;14;2813;wildenfels
Sachsen;14;2814;wilkau-haßlau
Sachsen;14;2815;zwickau
Sachsen;14;2816;bautzen
Sachsen;14;2817;bernsdorf
Sachsen;14;2818;bischofswerda
Sachsen;14;2819;dresden
Sachsen;14;2820;cunewalde
Sachsen;14;2821;doberschau-gaußig
Sachsen;14;2822;elsterheide
Sachsen;14;2823;großdubrau
Sachsen;14;2824;großröhrsdorf
Sachsen;14;2825;hoyerswerda
Sachsen;14;2826;kamenz
Sachsen;14;2827;königsbrück
Sachsen;14;2828;königswartha
Sachsen;14;2829;lauta
Sachsen;14;2830;lohsa
Sachsen;14;2831;neukirch lausitz
Sachsen;14;2832;ottendorf-okrilla
Sachsen;14;2833;pulsnitz
Sachsen;14;2834;radeberg
Sachsen;14;2835;schirgiswalde-kirschau
Sachsen;14;2836;radibor
Sachsen;14;2837;sohland an der spree
Sachsen;14;2838;wilthen
Sachsen;14;2839;wittichenau
Sachsen;14;2840;bad muskau
Sachsen;14;2841;bernstadt auf dem eigen
Sachsen;14;2842;ebersbach-neugersdorf
Sachsen;14;2843;görlitz
Sachsen;14;2844;großschönau
Sachsen;14;2845;kottmar
Sachsen;14;2846;krauschwitz in der oberlausitz
Sachsen;14;2847;leutersdorf
Sachsen;14;2848;löbau
Sachsen;14;2849;mittelherwigsdorf
Sachsen;14;2850;neusalza-spremberg
Sachsen;14;2851;niesky
Sachsen;14;2852;oderwitz
Sachsen;14;2853;olbersdorf
Sachsen;14;2854;seifhennersdorf
Sachsen;14;2855;weißwasser oberlausitz
Sachsen;14;2856;zittau
Sachsen;14;2857;coswig
Sachsen;14;2858;gröditz
Sachsen;14;2859;großenhain
Sachsen;14;2860;klipphausen
Sachsen;14;2861;lommatzsch
Sachsen;14;2862;meißen
Sachsen;14;2863;moritzburg
Sachsen;14;2864;niederau
Sachsen;14;2865;nossen
Sachsen;14;2866;nünchritz
Sachsen;14;2867;priestewitz
Sachsen;14;2868;radebeul
Sachsen;14;2869;radeburg
Sachsen;14;2870;riesa
Sachsen;14;2871;strehla
Sachsen;14;2872;weinböhla
Sachsen;14;2873;altenberg
Sachsen;14;2874;bad gottleuba-berggießhübel
Sachsen;14;2875;bad schandau
Sachsen;14;2876;bannewitz
Sachsen;14;2877;dippoldiswalde
Sachsen;14;2878;dohna
Sachsen;14;2879;freital
Sachsen;14;2880;glashütte
Sachsen;14;2881;heidenau
Sachsen;14;2882;klingenberg
Sachsen;14;2883;kreischa
Sachsen;14;2884;neustadt in sachsen
Sachsen;14;2885;pirna
Sachsen;14;2886;sebnitz
Sachsen;14;2887;stolpen
Sachsen;14;2888;wilsdruff
Sachsen;14;2889;tharandt
Sachsen;14;2890;leipzig
Sachsen;14;2891;bad lausick
Sachsen;14;2892;belgershain
Sachsen;14;2893;bennewitz bei wurzen
Sachsen;14;2894;böhlen bei leipzig
Sachsen;14;2895;borna
Sachsen;14;2896;borsdorf
Sachsen;14;2897;colditz
Sachsen;14;2898;frohburg
Sachsen;14;2899;geithain
Sachsen;14;2900;grimma
Sachsen;14;2901;groitzsch bei pegau
Sachsen;14;2902;großpösna
Sachsen;14;2903;kitzscher
Sachsen;14;2904;lossatal
Sachsen;14;2905;machern
Sachsen;14;2906;markkleeberg
Sachsen;14;2907;markranstädt
Sachsen;14;2908;naunhof bei grimma
Sachsen;14;2909;neukieritzsch
Sachsen;14;2910;pegau
Sachsen;14;2911;rötha
Sachsen;14;2912;wurzen
Sachsen;14;2913;zwenkau
Sachsen;14;2914;bad düben
Sachsen;14;2915;belgern-schildau
Sachsen;14;2916;delitzsch
Sachsen;14;2917;doberschütz
Sachsen;14;2918;eilenburg
Sachsen;14;2919;laußig
Sachsen;14;2920;mockrehna
Sachsen;14;2921;mügeln bei oschatz
Sachsen;14;2922;oschatz
Sachsen;14;2923;rackwitz
Sachsen;14;2924;schkeuditz
Sachsen;14;2925;taucha bei leipzig
Sachsen;14;2926;torgau
Sachsen;14;2927;wermsdorf
Sachsen;14;2928;wiedemar
Sachsen-Anhalt;15;2929;dessau-roßlau
Sachsen-Anhalt;15;2930;halle saale
Sachsen-Anhalt;15;2931;magdeburg
Sachsen-Anhalt;15;2932;arendsee altmark
Sachsen-Anhalt;15;2933;gardelegen
Sachsen-Anhalt;15;2934;kalbe milde
Sachsen-Anhalt;15;2935;hansestadt salzwedel
Sachsen-Anhalt;15;2936;aken elbe
Sachsen-Anhalt;15;2937;bitterfeld-wolfen
Sachsen-Anhalt;15;2938;köthen anhalt
Sachsen-Anhalt;15;2939;muldestausee
Sachsen-Anhalt;15;2940;osternienburger land
Sachsen-Anhalt;15;2941;raguhn-jeßnitz
Sachsen-Anhalt;15;2942;sandersdorf-brehna
Sachsen-Anhalt;15;2943;südliches anhalt
Sachsen-Anhalt;15;2944;zerbst anhalt
Sachsen-Anhalt;15;2945;zörbig
Sachsen-Anhalt;15;2946;barleben
Sachsen-Anhalt;15;2947;eilsleben
Sachsen-Anhalt;15;2948;haldensleben
Sachsen-Anhalt;15;2949;hohe börde
Sachsen-Anhalt;15;2950;niedere börde
Sachsen-Anhalt;15;2951;oebisfelde-weferlingen
Sachsen-Anhalt;15;2952;oschersleben bode
Sachsen-Anhalt;15;2953;sülzetal
Sachsen-Anhalt;15;2954;wanzleben-börde
Sachsen-Anhalt;15;2955;wolmirstedt
Sachsen-Anhalt;15;2956;elsteraue
Sachsen-Anhalt;15;2957;freyburg unstrut
Sachsen-Anhalt;15;2958;hohenmölsen
Sachsen-Anhalt;15;2959;lützen
Sachsen-Anhalt;15;2960;naumburg saale
Sachsen-Anhalt;15;2961;nebra unstrut
Sachsen-Anhalt;15;2962;teuchern
Sachsen-Anhalt;15;2963;weißenfels sachsen anhalt
Sachsen-Anhalt;15;2964;zeitz
Sachsen-Anhalt;15;2965;ballenstedt
Sachsen-Anhalt;15;2966;blankenburg harz
Sachsen-Anhalt;15;2967;harzgerode
Sachsen-Anhalt;15;2968;halberstadt
Sachsen-Anhalt;15;2969;huy
Sachsen-Anhalt;15;2970;ilsenburg harz
Sachsen-Anhalt;15;2971;nordharz
Sachsen-Anhalt;15;2972;oberharz am brocken
Sachsen-Anhalt;15;2973;osterwieck
Sachsen-Anhalt;15;2974;quedlinburg
Sachsen-Anhalt;15;2975;thale
Sachsen-Anhalt;15;2976;wernigerode
Sachsen-Anhalt;15;2977;burg bei magdeburg
Sachsen-Anhalt;15;2978;elbe-parey
Sachsen-Anhalt;15;2979;genthin
Sachsen-Anhalt;15;2980;gommern
Sachsen-Anhalt;15;2981;möckern bei magdeburg
Sachsen-Anhalt;15;2982;möser
Sachsen-Anhalt;15;2983;allstedt
Sachsen-Anhalt;15;2984;arnstein harz
Sachsen-Anhalt;15;2985;lutherstadt eisleben
Sachsen-Anhalt;15;2986;gerbstedt
Sachsen-Anhalt;15;2987;hettstedt sachsen anhalt
Sachsen-Anhalt;15;2988;mansfeld südharz
Sachsen-Anhalt;15;2989;sangerhausen
Sachsen-Anhalt;15;2990;seegebiet mansfelder land
Sachsen-Anhalt;15;2991;südharz
Sachsen-Anhalt;15;2992;bad dürrenberg
Sachsen-Anhalt;15;2993;bad lauchstädt goethestadt
Sachsen-Anhalt;15;2994;braunsbedra
Sachsen-Anhalt;15;2995;kabelsketal
Sachsen-Anhalt;15;2996;landsberg sachsen anhalt
Sachsen-Anhalt;15;2997;leuna
Sachsen-Anhalt;15;2998;wettin-löbejün
Sachsen-Anhalt;15;2999;merseburg saale
Sachsen-Anhalt;15;3000;mücheln geiseltal
Sachsen-Anhalt;15;3001;petersberg bei halle saale
Sachsen-Anhalt;15;3002;querfurt
Sachsen-Anhalt;15;3003;salzatal
Sachsen-Anhalt;15;3004;schkopau
Sachsen-Anhalt;15;3005;teutschenthal
Sachsen-Anhalt;15;3006;aschersleben sachsen anhalt
Sachsen-Anhalt;15;3007;barby
Sachsen-Anhalt;15;3008;bernburg saale
Sachsen-Anhalt;15;3009;bördeland
Sachsen-Anhalt;15;3010;calbe saale
Sachsen-Anhalt;15;3011;egeln
Sachsen-Anhalt;15;3012;könnern
Sachsen-Anhalt;15;3013;nienburg saale
Sachsen-Anhalt;15;3014;schönebeck elbe
Sachsen-Anhalt;15;3015;seeland
Sachsen-Anhalt;15;3016;staßfurt
Sachsen-Anhalt;15;3017;bismark altmark
Sachsen-Anhalt;15;3018;havelberg
Sachsen-Anhalt;15;3019;osterburg altmark
Sachsen-Anhalt;15;3020;seehausen altmark
Sachsen-Anhalt;15;3021;stendal
Sachsen-Anhalt;15;3022;tangerhütte
Sachsen-Anhalt;15;3023;tangermünde
Sachsen-Anhalt;15;3024;annaburg
Sachsen-Anhalt;15;3025;bad schmiedeberg
Sachsen-Anhalt;15;3026;coswig anhalt
Sachsen-Anhalt;15;3027;gräfenhainichen
Sachsen-Anhalt;15;3028;jessen elster
Sachsen-Anhalt;15;3029;kemberg
Sachsen-Anhalt;15;3030;oranienbaum-wörlitz
Sachsen-Anhalt;15;3031;lutherstadt wittenberg
Sachsen-Anhalt;15;3032;zahna-elster
Thüringen;16;3033;erfurt
Thüringen;16;3034;gera
Thüringen;16;3035;jena
