Land;AGS;lfdNr;ort_alt
Thüringen;16;3036;suhl
Thüringen;16;3037;weimar thüringen
Thüringen;16;3038;breitenworbis
Thüringen;16;3039;heilbad heiligenstadt
Thüringen;16;3040;leinefelde-worbis
Thüringen;16;3041;am ohmberg
Thüringen;16;3042;sonnenstein
Thüringen;16;3043;ellrich
Thüringen;16;3044;nordhausen thüringen
Thüringen;16;3045;werther bei nordhausen
Thüringen;16;3046;harztor
Thüringen;16;3047;bad salzungen
Thüringen;16;3048;barchfeld-immelborn
Thüringen;16;3049;ruhla
Thüringen;16;3050;treffurt
Thüringen;16;3051;vacha
Thüringen;16;3052;wutha-farnroda
Thüringen;16;3053;gerstungen
Thüringen;16;3054;hörselberg-hainich
Thüringen;16;3055;bad liebenstein
Thüringen;16;3056;krayenberggemeinde
Thüringen;16;3057;mühlhausen thüringen
Thüringen;16;3058;unstruttal
Thüringen;16;3059;südeichsfeld
Thüringen;16;3060;vogtei
Thüringen;16;3061;bad frankenhausen kyffhäuser
Thüringen;16;3062;sondershausen
Thüringen;16;3063;floh-seligenthal
Thüringen;16;3064;meiningen
Thüringen;16;3065;schmalkalden
Thüringen;16;3066;steinbach-hallenberg
Thüringen;16;3067;brotterode-trusetal
Thüringen;16;3068;wasungen
Thüringen;16;3069;zella-mehlis
Thüringen;16;3070;friedrichroda
Thüringen;16;3071;gotha thüringen
Thüringen;16;3072;ohrdruf
Thüringen;16;3073;bad tabarz
Thüringen;16;3074;tambach-dietharz thüringer wald
Thüringen;16;3075;waltershausen thüringen
Thüringen;16;3076;nesse-apfelstädt
Thüringen;16;3077;kölleda
Thüringen;16;3078;sömmerda
Thüringen;16;3079;eisfeld
Thüringen;16;3080;hildburghausen
Thüringen;16;3081;schleusingen
Thüringen;16;3082;arnstadt
Thüringen;16;3083;ilmenau thüringen
Thüringen;16;3084;stadtilm
Thüringen;16;3085;amt wachsenburg
Thüringen;16;3086;apolda
Thüringen;16;3087;bad berka
Thüringen;16;3088;kranichfeld
Thüringen;16;3089;neuhaus am rennweg
Thüringen;16;3090;sonneberg thüringen
Thüringen;16;3091;steinach thüringen
Thüringen;16;3092;rudolstadt
Thüringen;16;3093;bad blankenburg
Thüringen;16;3094;saalfeld saale
Thüringen;16;3095;königsee
Thüringen;16;3096;unterwellenborn
Thüringen;16;3097;dornburg-camburg
Thüringen;16;3098;eisenberg thüringen
Thüringen;16;3099;kahla thüringen
Thüringen;16;3100;stadtroda
Thüringen;16;3101;bad lobenstein
Thüringen;16;3102;neustadt an der orla
Thüringen;16;3103;pößneck
Thüringen;16;3104;triptis
Thüringen;16;3105;bad köstritz
Thüringen;16;3106;greiz
Thüringen;16;3107;ronneburg thüringen
Thüringen;16;3108;langenwetzendorf
Thüringen;16;3109;zeulenroda-triebes
Thüringen;16;3110;altenburg thüringen
Thüringen;16;3111;lucka
Thüringen;16;3112;meuselwitz thüringen
Thüringen;16;3113;nobitz
Thüringen;16;3114;schmölln thüringen
